number,code,Type
253,"def dijkstra_generator(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = min(pq)
        pq.remove((dist, node))
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                pq.append((distances[neighbor], neighbor))
        yield distances",Dijkstra
254,"from functools import reduce

def dijkstra_functional(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    nodes = list(graph.keys())
    
    def update_distances(acc, node):
        for neighbor, weight in graph[node].items():
            if acc[neighbor] > acc[node] + weight:
                acc[neighbor] = acc[node] + weight
        return acc

    return reduce(update_distances, nodes, distances)",Dijkstra
255,"import heapq

def dijkstra_with_neg_check(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if weight < 0:
                raise ValueError(""Negative edge weights not allowed"")
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances",Dijkstra
256,"class BinaryHeap:
    def __init__(self):
        self.heap = []

    def push(self, item):
        self.heap.append(item)
        self._heapify_up()

    def pop(self):
        if not self.heap:
            return None
        if len(self.heap) == 1:
            return self.heap.pop()
        root = self.heap[0]
        self.heap[0] = self.heap.pop()
        self._heapify_down()
        return root
    
    def _heapify_up(self):
        pass
    
    def _heapify_down(self):
        pass

def dijkstra_binary_heap(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = BinaryHeap()
    pq.push((0, start))
    while pq.heap:
        dist, node = pq.pop()
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                pq.push((distances[neighbor], neighbor))
    return distances",Dijkstra
257,"def dijkstra_unreachable(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    
    reachable = {node for node, dist in distances.items() if dist != float('inf')}
    return distances, reachable",Dijkstra
258,"def dijkstra_adj_list(adj_list, start):
    distances = {node: float('inf') for node in adj_list}
    distances[start] = 0
    pq = [(0, start)]
    
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        
        for v, weight in adj_list[u]:
            if distances[v] > dist + weight:
                distances[v] = dist + weight
                heapq.heappush(pq, (distances[v], v))
    
    return distances",Dijkstra
259,"def dijkstra_empty_graph(graph, start):
    if not graph:
        return {}
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances",Dijkstra
260,"def dijkstra_start_not_in_graph(graph, start):
    if start not in graph:
        return {start: float('inf')}
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances",Dijkstra
261,"import heapq

def dijkstra(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        for v, weight in graph[u].items():
            if distances[v] > distances[u] + weight:
                distances[v] = distances[u] + weight
                heapq.heappush(pq, (distances[v], v))
    return distances",Dijkstra
262,"import heapq

def dijkstra_matrix(matrix, start):
    n = len(matrix)
    distances = [float('inf')] * n
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        for v in range(n):
            if matrix[u][v] != 0:
                if distances[v] > distances[u] + matrix[u][v]:
                    distances[v] = distances[u] + matrix[u][v]
                    heapq.heappush(pq, (distances[v], v))
    return distances",Dijkstra
263,"def dijkstra_manual_heap(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    heap = []
    for item in pq:
        heap.append(item)
        i = len(heap) - 1
        while i > 0 and heap[i][0] < heap[(i - 1) // 2][0]:
            heap[i], heap[(i - 1) // 2] = heap[(i - 1) // 2], heap[i]
            i = (i - 1) // 2

    while heap:
        dist, u = heap[0]
        heap[0] = heap[-1]
        heap.pop()
        heapify(heap, 0)
        if dist > distances[u]:
            continue
        for v, weight in graph[u].items():
            if distances[v] > distances[u] + weight:
                distances[v] = distances[u] + weight
                heap.append((distances[v], v))
                i = len(heap) - 1
                while i > 0 and heap[i][0] < heap[(i - 1) // 2][0]:
                    heap[i], heap[(i - 1) // 2] = heap[(i - 1) // 2], heap[i]
                    i = (i - 1) // 2
    return distances

def heapify(heap, i):
    n = len(heap)
    smallest = i
    l = 2 * i + 1
    r = 2 * i + 2
    if l < n and heap[l][0] < heap[smallest][0]:
        smallest = l
    if r < n and heap[r][0] < heap[smallest][0]:
        smallest = r
    if smallest != i:
        heap[i], heap[smallest] = heap[smallest], heap[i]
        heapify(heap, smallest)",Dijkstra
